INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING
31177	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	2364	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31178	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	3750	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31179	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	5137	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31180	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	6524	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31181	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	7911	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31182	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	9298	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31183	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	10684	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31184	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	12071	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31185	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	13458	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31186	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	14845	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31187	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	16232	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31188	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	17618	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31189	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	19005	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31190	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	20392	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31191	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	21779	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31192	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	23166	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31193	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	2715	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31194	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	4101	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31195	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	5488	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31196	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	6875	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31197	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	8262	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31198	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	9649	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31199	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	11035	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31200	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	12422	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31201	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	13809	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31202	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	15196	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31203	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	16583	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31204	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	17969	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31205	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	19356	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31206	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	20743	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31207	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	22130	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31208	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	23517	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31209	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	3160	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31210	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	4546	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31211	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	5933	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31212	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	7320	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31213	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	8707	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31214	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	10094	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31215	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	11480	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31216	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	12867	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31217	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	14254	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31218	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	15641	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31219	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	17028	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31220	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	18414	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31221	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	19801	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31222	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	21188	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31223	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	22575	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31224	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	23962	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31225	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	3690	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31226	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	5076	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31227	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	6463	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
