INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10401041	1	4	1	41	0	403	2	-1	-1	龍吟鳳嘯大槍	90	上古神器，叉頭的月牙刃為千年紅珊瑚所造，如紅蓮聖火，熊熊不息。	9950	39800	225	3	3	-1	-1	Spear3_7	枪棒类	1028	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401046	1	4	1	46	0	408	2	-1	-1	破月大槍	100	兩端為萬年玄鐵所鑄，中間為千年寒玉打造，日光下隱約透出山河圖，天下人爭奪之神兵。	16000	64000	237	3	3	-1	-1	Spear3_12	枪棒类	1029	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401050	1	4	1	50	0	368	2	-1	-1	舞浪	10	武林高人多爭奪，舞浪在手傲群雄。	180	720	125	3	3	-1	-1	Spear1_4	枪棒类	1030	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401051	1	4	1	51	0	20	2	-1	-1	任務裝2	20	任務裝和紫裝2	540	2160	137	3	3	-1	-1	Spear4_4	枪棒类	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401052	1	4	1	52	0	377	2	-1	-1	斷湘	30	江湖風雲狼煙起，天下興亡斷湘間。	1150	4600	150	3	3	-1	-1	Spear1_13	枪棒类	1032	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401053	1	4	1	53	0	39	2	-1	-1	任務裝4	40	任務裝和紫裝4	1780	7120	162	3	3	-1	-1	Spear4_4	枪棒类	1033	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	2	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401054	1	4	1	54	0	385	2	-1	-1	寒煬	50	易水悲歌應未記，沖天紫氣是寒煬。	2700	10800	175	3	3	-1	-1	Spear2_5	枪棒类	1034	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401055	1	4	1	55	0	108	2	-1	-1	任務裝6	60	任務裝和紫裝6	3850	15400	187	3	3	-1	-1	Spear4_4	枪棒类	1035	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	2	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401056	1	4	1	56	0	55	2	-1	-1	任務裝7	70	任務裝和紫裝7	5570	22280	200	3	3	-1	-1	Spear4_4	枪棒类	1036	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	3	-1	-1	-1	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401057	1	4	1	57	0	54	2	-1	-1	任務裝8	80	任務裝和紫裝8	7450	29800	212	3	3	-1	-1	Spear4_4	枪棒类	1037	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	3	-1	-1	-1	-1	-1	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401058	1	4	1	58	0	402	2	-1	-1	古蒼	90	悲紅古道蚩尤首，狂魔煞意對古蒼。	9950	39800	225	3	3	-1	-1	Spear3_6	枪棒类	1038	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	4	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401059	1	4	1	59	0	52	2	-1	-1	任務裝10	100	任務裝和紫裝10	16000	64000	237	3	3	-1	-1	Spear4_4	枪棒类	1039	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	4	-1	-1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401060	1	4	1	60	0	408	2	15	2	月影杖	22	月影杖	540	2160	137	3	3	-1	-1	Lining_4	枪棒类	1031	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401061	1	4	1	61	0	367	3	-1	-1	轅門衛士長槍	1	轅門衛士使用的普通長槍，做工粗糙	1000	1000	125	3	3	-1	-1	Spear1_3	枪棒类	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	42	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401062	1	4	1	62	0	373	3	-1	-1	嵩陽齊眉棍	18	嵩陽出產的齊眉棍，長約至眉，殺氣漸現。	1000	1000	137	3	3	-1	-1	Spear1_9	枪棒类	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401063	1	4	1	63	0	376	3	-1	-1	典獄官	30	典獄官	1000	1000	150	3	3	-1	-1	Spear1_12	枪棒类	1031	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	132	-1	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401064	1	4	1	64	0	381	3	-1	-1	狼人趕豬槍	40	狼人專用趕豬的兵器，柄長刃尖，可橫掃千軍。	1000	1000	162	3	3	-1	-1	Spear2_1	枪棒类	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	1	-1	6	-1	-1	-1	-1	-1	-1	-1	162	-1	54	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401065	1	4	1	65	0	389	3	-1	-1	吸水提爐槍	48	吸水提爐槍	1000	1000	175	3	3	-1	-1	Spear2_14	枪棒类	1031	1	-1	-1	-1	-1	-1	-1	-1	79	-1	-1	79	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	162	-1	54	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401066	1	4	1	66	0	384	3	-1	-1	圓月駝龍槍	55	圓月村的劍師所鑄的駝龍槍，殺人於無形。	1000	1000	187	3	3	-1	-1	Spear2_4	枪棒类	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	12	-1	4	-1	-1	-1	-1	-1	-1	-1	192	-1	64	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401067	1	4	1	67	0	376	3	-1	-1	精製玄鐵長槍	78	精製玄鐵長槍	1000	1000	200	3	3	-1	-1	Spear1_12	枪棒类	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	252	-1	84	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401068	1	4	1	68	0	394	3	-1	-1	八寶瀝泉槍	87	八寶瀝泉槍	1000	1000	212	3	3	-1	-1	Spear2_15	枪棒类	1031	1	-1	-1	-1	-1	-1	-1	-1	388	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	282	-1	94	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401069	1	4	1	69	0	404	3	-1	-1	九轉蟠龍亮銀槍	94	九轉蟠龍亮銀槍	1000	1000	225	3	3	-1	-1	Spear3_8	枪棒类	1031	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	19	-1	-1	-1	-1	-1	9	-1	9	9	9	-1	-1	-1	-1	-1	-1	-1	312	-1	104	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401070	1	4	1	70	0	400	3	-1	-1	落影追魂槍	98	白苗族的神器，據說藏有白苗一族的上古遺訓。	1000	1000	237	3	3	-1	-1	Spear3_4	枪棒类	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	55	-1	4	-1	4	-1	-1	-1	-1	-1	-1	-1	312	-1	104	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401071	1	4	1	71	0	409	3	-1	-1	霸王	99	霸王	1000	1000	237	3	3	-1	-1	Spear3_13	枪棒类	1031	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	-1	-1	-1	-1	-1	-1	312	-1	104	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10402001	1	4	2	1	0	457	1	-1	-1	寒光長劍	10	一劍削十大釘，皆截，劍無纖跡，用力屈之如鉤，縱之鏗鏘有聲，複直如弦。	180	720	125	3	3	-1	-1	Sword1_3	单短类	1040	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402006	1	4	2	6	0	459	1	-1	-1	太康長劍	20	夏王太康命人用精銅所鑄，劍身三尺二寸，取意天下太平安康之意。	540	2160	137	3	3	-1	-1	Sword1_5	单短类	1041	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402011	1	4	2	11	0	465	1	-1	-1	青冥長劍	30	周穆王時西戎獻，鏈鋼，長欠有咫，用之切玉如泥。	1150	4600	150	3	3	-1	-1	Sword1_11	单短类	1042	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402016	1	4	2	16	0	467	1	-1	-1	飛月長劍	40	劍身隱泛青光，削鐵如泥的寶劍，劍刃上有奇異的花紋，目視則心生寒意。	1780	7120	162	3	3	-1	-1	Sword1_13	单短类	1043	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402021	1	4	2	21	0	473	1	-1	-1	龍鱗長劍	50	據傳為陶弘景造，金銀銅錫鐵五色合為之，鋒刃薄利，寒光流轉。	2700	10800	175	3	3	-1	-1	Sword2_3	单短类	1044	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402026	1	4	2	26	0	478	2	-1	-1	五彩長劍	60	鋒光幽藍，精悍，劍快如風，殺人於不備。	3850	15400	187	3	3	-1	-1	Sword2_8	单短类	1045	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402031	1	4	2	31	0	482	2	-1	-1	昆吾長劍	70	與太合劍劍齊名的神兵，削鐵如泥，鋒利無比，劍柄上有金嵌的“昆吾”二字。	5570	22280	200	3	3	-1	-1	Sword2_12	单短类	1046	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402036	1	4	2	36	0	487	2	-1	-1	龍血長劍	80	春秋時期鑄劍大師歐冶子所鑄，光華如芙蓉始出，劍鋒斷巖如發，乃天下尊貴無雙之劍。	7450	29800	212	3	3	-1	-1	Sword3_1	单短类	1047	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402041	1	4	2	41	0	493	2	-1	-1	絕仙長刀	90	這把通體碧色，渾然無跡的長劍讓人感到的不是它的鋒利，而是它的寬厚和慈祥，乃天下之仁道第一刀。	9950	39800	225	3	3	-1	-1	Sword3_7	单短类	1048	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402046	1	4	2	46	0	497	2	-1	-1	誅天長劍	100	傳說天下第一鑄造師得赤堇山之錫，若耶溪之銅，經雨灑雷擊，得天地精華所成，得之得天下。	16000	64000	237	3	3	-1	-1	Sword3_11	单短类	1049	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402050	1	4	2	50	0	155	2	-1	-1	任務裝1	10	任務裝和紫裝1	180	720	125	3	3	-1	-1	Sword4_3	单短类	1050	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402051	1	4	2	51	0	140	2	-1	-1	任務裝2	20	任務裝和紫裝2	540	2160	137	3	3	-1	-1	Sword4_3	单短类	1051	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402052	1	4	2	52	0	151	2	-1	-1	任務裝3	30	任務裝和紫裝3	1150	4600	150	3	3	-1	-1	Sword4_3	单短类	1052	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402053	1	4	2	53	0	156	2	-1	-1	任務裝4	40	任務裝和紫裝4	1780	7120	162	3	3	-1	-1	Sword4_3	单短类	1053	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	2	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402054	1	4	2	54	0	177	2	-1	-1	任務裝5	50	任務裝和紫裝5	2700	10800	175	3	3	-1	-1	Sword4_3	单短类	1054	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402055	1	4	2	55	0	494	2	-1	-1	瑯玡	60	江湖小輩爐邊話，隱宿當年瑯玡行。	3850	15400	187	3	3	-1	-1	Sword3_8	单短类	1055	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	2	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10402056	1	4	2	56	0	179	2	-1	-1	任務裝7	70	任務裝和紫裝7	5570	22280	200	3	3	-1	-1	Sword4_3	单短类	1056	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	3	-1	-1	-1	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402057	1	4	2	57	0	173	2	-1	-1	任務裝8	80	任務裝和紫裝8	7450	29800	212	3	3	-1	-1	Sword4_3	单短类	1057	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	3	-1	-1	-1	-1	-1	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402058	1	4	2	58	0	172	2	-1	-1	任務裝9	90	任務裝和紫裝9	9950	39800	225	3	3	-1	-1	Sword4_3	单短类	1058	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	4	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402059	1	4	2	59	0	171	2	-1	-1	任務裝10	100	任務裝和紫裝10	16000	64000	237	3	3	-1	-1	Sword4_3	单短类	1059	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	4	-1	-1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402060	1	4	2	60	0	596	2	12	2	乾坤鼎	22	乾坤鼎	540	2160	137	3	3	-1	-1	Lining_6	单短类	1059	1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	11	-1	-1	11	-1	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10402061	1	4	2	61	0	600	2	13	2	天輪刀	22	天輪刀	540	2160	137	3	3	-1	-1	Lining_1	单短类	1011	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
