INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
36	3006	51936	2776	22740	15543	68220	15543	68220	4163	34110	4163	34110	15543	68220	2776	22740	15543	68220	15543	68220	4163	34110	4163	34110	15543	68220	2776	22740	15543	68220	15543	68220	4163	34110	4163	34110	15543	68220	2776	22740	15543	68220	15543	68220	4163	34110	4163	34110	15543	68220	2776	22740	15543	68220	15543	68220	4163	34110	4163	34110	15543	68220	2776	22740	15543	68220	15543	68220	4163	34110	4163	34110	15543	68220	2776	22740	15543	68220	15543	68220	4163	34110	4163	34110	15543	68220	2776	22740	15543	68220	15543	68220	4163	34110	4163	34110	15543	68220	2776	22740	15543	68220	15543	68220	4163	34110	4163	34110	15543	68220	16653	90960	16653	90960	16653	90960	16653	90960	16653	90960	16653	90960	16653	90960	16653	90960	16653	90960
37	3313	56482	3045	25338	17053	76014	17053	76014	4568	38007	4568	38007	17053	76014	3045	25338	17053	76014	17053	76014	4568	38007	4568	38007	17053	76014	3045	25338	17053	76014	17053	76014	4568	38007	4568	38007	17053	76014	3045	25338	17053	76014	17053	76014	4568	38007	4568	38007	17053	76014	3045	25338	17053	76014	17053	76014	4568	38007	4568	38007	17053	76014	3045	25338	17053	76014	17053	76014	4568	38007	4568	38007	17053	76014	3045	25338	17053	76014	17053	76014	4568	38007	4568	38007	17053	76014	3045	25338	17053	76014	17053	76014	4568	38007	4568	38007	17053	76014	3045	25338	17053	76014	17053	76014	4568	38007	4568	38007	17053	76014	18271	101352	18271	101352	18271	101352	18271	101352	18271	101352	18271	101352	18271	101352	18271	101352	18271	101352
38	3640	61286	3334	28098	18670	84294	18670	84294	5001	42147	5001	42147	18670	84294	3334	28098	18670	84294	18670	84294	5001	42147	5001	42147	18670	84294	3334	28098	18670	84294	18670	84294	5001	42147	5001	42147	18670	84294	3334	28098	18670	84294	18670	84294	5001	42147	5001	42147	18670	84294	3334	28098	18670	84294	18670	84294	5001	42147	5001	42147	18670	84294	3334	28098	18670	84294	18670	84294	5001	42147	5001	42147	18670	84294	3334	28098	18670	84294	18670	84294	5001	42147	5001	42147	18670	84294	3334	28098	18670	84294	18670	84294	5001	42147	5001	42147	18670	84294	3334	28098	18670	84294	18670	84294	5001	42147	5001	42147	18670	84294	20004	112392	20004	112392	20004	112392	20004	112392	20004	112392	20004	112392	20004	112392	20004	112392	20004	112392
39	3990	66358	3643	31025	20400	93074	20400	93074	5464	46537	5464	46537	20400	93074	3643	31025	20400	93074	20400	93074	5464	46537	5464	46537	20400	93074	3643	31025	20400	93074	20400	93074	5464	46537	5464	46537	20400	93074	3643	31025	20400	93074	20400	93074	5464	46537	5464	46537	20400	93074	3643	31025	20400	93074	20400	93074	5464	46537	5464	46537	20400	93074	3643	31025	20400	93074	20400	93074	5464	46537	5464	46537	20400	93074	3643	31025	20400	93074	20400	93074	5464	46537	5464	46537	20400	93074	3643	31025	20400	93074	20400	93074	5464	46537	5464	46537	20400	93074	3643	31025	20400	93074	20400	93074	5464	46537	5464	46537	20400	93074	21857	124098	21857	124098	21857	124098	21857	124098	21857	124098	21857	124098	21857	124098	21857	124098	21857	124098
40	4360	71755	3973	34155	22247	102465	22247	102465	5959	51233	5959	51233	22247	102465	3973	34155	22247	102465	22247	102465	5959	51233	5959	51233	22247	102465	3973	34155	22247	102465	22247	102465	5959	51233	5959	51233	22247	102465	3973	34155	22247	102465	22247	102465	5959	51233	5959	51233	22247	102465	3973	34155	22247	102465	22247	102465	5959	51233	5959	51233	22247	102465	3973	34155	22247	102465	22247	102465	5959	51233	5959	51233	22247	102465	3973	34155	22247	102465	22247	102465	5959	51233	5959	51233	22247	102465	3973	34155	22247	102465	22247	102465	5959	51233	5959	51233	22247	102465	3973	34155	22247	102465	22247	102465	5959	51233	5959	51233	22247	102465	23836	136620	23836	136620	23836	136620	23836	136620	23836	136620	23836	136620	23836	136620	23836	136620	23836	136620
41	5942	77490	5405	37497	30270	112490	30270	112490	8108	56245	8108	56245	30270	112490	5405	37497	30270	112490	30270	112490	8108	56245	8108	56245	30270	112490	5405	37497	30270	112490	30270	112490	8108	56245	8108	56245	30270	112490	5405	37497	30270	112490	30270	112490	8108	56245	8108	56245	30270	112490	5405	37497	30270	112490	30270	112490	8108	56245	8108	56245	30270	112490	5405	37497	30270	112490	30270	112490	8108	56245	8108	56245	30270	112490	5405	37497	30270	112490	30270	112490	8108	56245	8108	56245	30270	112490	5405	37497	30270	112490	30270	112490	8108	56245	8108	56245	30270	112490	5405	37497	30270	112490	30270	112490	8108	56245	8108	56245	30270	112490	32432	149986	32432	149986	32432	149986	32432	149986	32432	149986	32432	149986	32432	149986	32432	149986	32432	149986
42	6462	83573	5873	41055	32889	123165	32889	123165	8810	61583	8810	61583	32889	123165	5873	41055	32889	123165	32889	123165	8810	61583	8810	61583	32889	123165	5873	41055	32889	123165	32889	123165	8810	61583	8810	61583	32889	123165	5873	41055	32889	123165	32889	123165	8810	61583	8810	61583	32889	123165	5873	41055	32889	123165	32889	123165	8810	61583	8810	61583	32889	123165	5873	41055	32889	123165	32889	123165	8810	61583	8810	61583	32889	123165	5873	41055	32889	123165	32889	123165	8810	61583	8810	61583	32889	123165	5873	41055	32889	123165	32889	123165	8810	61583	8810	61583	32889	123165	5873	41055	32889	123165	32889	123165	8810	61583	8810	61583	32889	123165	35239	164220	35239	164220	35239	164220	35239	164220	35239	164220	35239	164220	35239	164220	35239	164220	35239	164220
43	7012	90014	6371	44838	35678	134514	35678	134514	9557	67257	9557	67257	35678	134514	6371	44838	35678	134514	35678	134514	9557	67257	9557	67257	35678	134514	6371	44838	35678	134514	35678	134514	9557	67257	9557	67257	35678	134514	6371	44838	35678	134514	35678	134514	9557	67257	9557	67257	35678	134514	6371	44838	35678	134514	35678	134514	9557	67257	9557	67257	35678	134514	6371	44838	35678	134514	35678	134514	9557	67257	9557	67257	35678	134514	6371	44838	35678	134514	35678	134514	9557	67257	9557	67257	35678	134514	6371	44838	35678	134514	35678	134514	9557	67257	9557	67257	35678	134514	6371	44838	35678	134514	35678	134514	9557	67257	9557	67257	35678	134514	38226	179352	38226	179352	38226	179352	38226	179352	38226	179352	38226	179352	38226	179352	38226	179352	38226	179352
44	7592	96826	6899	48852	38636	146556	38636	146556	10349	73278	10349	73278	38636	146556	6899	48852	38636	146556	38636	146556	10349	73278	10349	73278	38636	146556	6899	48852	38636	146556	38636	146556	10349	73278	10349	73278	38636	146556	6899	48852	38636	146556	38636	146556	10349	73278	10349	73278	38636	146556	6899	48852	38636	146556	38636	146556	10349	73278	10349	73278	38636	146556	6899	48852	38636	146556	38636	146556	10349	73278	10349	73278	38636	146556	6899	48852	38636	146556	38636	146556	10349	73278	10349	73278	38636	146556	6899	48852	38636	146556	38636	146556	10349	73278	10349	73278	38636	146556	6899	48852	38636	146556	38636	146556	10349	73278	10349	73278	38636	146556	41395	195408	41395	195408	41395	195408	41395	195408	41395	195408	41395	195408	41395	195408	41395	195408	41395	195408
45	8210	104018	7460	53104	41774	159312	41774	159312	11189	79656	11189	79656	41774	159312	7460	53104	41774	159312	41774	159312	11189	79656	11189	79656	41774	159312	7460	53104	41774	159312	41774	159312	11189	79656	11189	79656	41774	159312	7460	53104	41774	159312	41774	159312	11189	79656	11189	79656	41774	159312	7460	53104	41774	159312	41774	159312	11189	79656	11189	79656	41774	159312	7460	53104	41774	159312	41774	159312	11189	79656	11189	79656	41774	159312	7460	53104	41774	159312	41774	159312	11189	79656	11189	79656	41774	159312	7460	53104	41774	159312	41774	159312	11189	79656	11189	79656	41774	159312	7460	53104	41774	159312	41774	159312	11189	79656	11189	79656	41774	159312	44757	212416	44757	212416	44757	212416	44757	212416	44757	212416	44757	212416	44757	212416	44757	212416	44757	212416
46	8866	111600	8054	57600	45100	172800	45100	172800	12080	86400	12080	86400	45100	172800	8054	57600	45100	172800	45100	172800	12080	86400	12080	86400	45100	172800	8054	57600	45100	172800	45100	172800	12080	86400	12080	86400	45100	172800	8054	57600	45100	172800	45100	172800	12080	86400	12080	86400	45100	172800	8054	57600	45100	172800	45100	172800	12080	86400	12080	86400	45100	172800	8054	57600	45100	172800	45100	172800	12080	86400	12080	86400	45100	172800	8054	57600	45100	172800	45100	172800	12080	86400	12080	86400	45100	172800	8054	57600	45100	172800	45100	172800	12080	86400	12080	86400	45100	172800	8054	57600	45100	172800	45100	172800	12080	86400	12080	86400	45100	172800	48321	230400	48321	230400	48321	230400	48321	230400	48321	230400	48321	230400	48321	230400	48321	230400	48321	230400
47	9562	119585	8682	62348	48620	187043	48620	187043	13023	93521	13023	93521	48620	187043	8682	62348	48620	187043	48620	187043	13023	93521	13023	93521	48620	187043	8682	62348	48620	187043	48620	187043	13023	93521	13023	93521	48620	187043	8682	62348	48620	187043	48620	187043	13023	93521	13023	93521	48620	187043	8682	62348	48620	187043	48620	187043	13023	93521	13023	93521	48620	187043	8682	62348	48620	187043	48620	187043	13023	93521	13023	93521	48620	187043	8682	62348	48620	187043	48620	187043	13023	93521	13023	93521	48620	187043	8682	62348	48620	187043	48620	187043	13023	93521	13023	93521	48620	187043	8682	62348	48620	187043	48620	187043	13023	93521	13023	93521	48620	187043	52093	249390	52093	249390	52093	249390	52093	249390	52093	249390	52093	249390	52093	249390	52093	249390	52093	249390
48	10299	127982	9347	67353	52340	202059	52340	202059	14020	101030	14020	101030	52340	202059	9347	67353	52340	202059	52340	202059	14020	101030	14020	101030	52340	202059	9347	67353	52340	202059	52340	202059	14020	101030	14020	101030	52340	202059	9347	67353	52340	202059	52340	202059	14020	101030	14020	101030	52340	202059	9347	67353	52340	202059	52340	202059	14020	101030	14020	101030	52340	202059	9347	67353	52340	202059	52340	202059	14020	101030	14020	101030	52340	202059	9347	67353	52340	202059	52340	202059	14020	101030	14020	101030	52340	202059	9347	67353	52340	202059	52340	202059	14020	101030	14020	101030	52340	202059	9347	67353	52340	202059	52340	202059	14020	101030	14020	101030	52340	202059	56079	269412	56079	269412	56079	269412	56079	269412	56079	269412	56079	269412	56079	269412	56079	269412	56079	269412
49	11078	136804	10048	72624	56268	217871	56268	217871	15072	108935	15072	108935	56268	217871	10048	72624	56268	217871	56268	217871	15072	108935	15072	108935	56268	217871	10048	72624	56268	217871	56268	217871	15072	108935	15072	108935	56268	217871	10048	72624	56268	217871	56268	217871	15072	108935	15072	108935	56268	217871	10048	72624	56268	217871	56268	217871	15072	108935	15072	108935	56268	217871	10048	72624	56268	217871	56268	217871	15072	108935	15072	108935	56268	217871	10048	72624	56268	217871	56268	217871	15072	108935	15072	108935	56268	217871	10048	72624	56268	217871	56268	217871	15072	108935	15072	108935	56268	217871	10048	72624	56268	217871	56268	217871	15072	108935	15072	108935	56268	217871	60288	290494	60288	290494	60288	290494	60288	290494	60288	290494	60288	290494	60288	290494	60288	290494	60288	290494
50	11901	146059	11375	78165	63697	234495	63697	234495	17062	117248	17062	117248	63697	234495	11375	78165	63697	234495	63697	234495	17062	117248	17062	117248	63697	234495	11375	78165	63697	234495	63697	234495	17062	117248	17062	117248	63697	234495	11375	78165	63697	234495	63697	234495	17062	117248	17062	117248	63697	234495	11375	78165	63697	234495	63697	234495	17062	117248	17062	117248	63697	234495	11375	78165	63697	234495	63697	234495	17062	117248	17062	117248	63697	234495	11375	78165	63697	234495	63697	234495	17062	117248	17062	117248	63697	234495	11375	78165	63697	234495	63697	234495	17062	117248	17062	117248	63697	234495	11375	78165	63697	234495	63697	234495	17062	117248	17062	117248	63697	234495	68247	312660	68247	312660	68247	312660	68247	312660	68247	312660	68247	312660	68247	312660	68247	312660	68247	312660
51	12768	155760	11660	83985	65294	251955	65294	251955	17490	125978	17490	125978	65294	251955	11660	83985	65294	251955	65294	251955	17490	125978	17490	125978	65294	251955	11660	83985	65294	251955	65294	251955	17490	125978	17490	125978	65294	251955	11660	83985	65294	251955	65294	251955	17490	125978	17490	125978	65294	251955	11660	83985	65294	251955	65294	251955	17490	125978	17490	125978	65294	251955	11660	83985	65294	251955	65294	251955	17490	125978	17490	125978	65294	251955	11660	83985	65294	251955	65294	251955	17490	125978	17490	125978	65294	251955	11660	83985	65294	251955	65294	251955	17490	125978	17490	125978	65294	251955	11660	83985	65294	251955	65294	251955	17490	125978	17490	125978	65294	251955	69958	335940	69958	335940	69958	335940	69958	335940	69958	335940	69958	335940	69958	335940	69958	335940	69958	335940
52	13682	165917	12278	90090	68757	270270	68757	270270	18417	135135	18417	135135	68757	270270	12278	90090	68757	270270	68757	270270	18417	135135	18417	135135	68757	270270	12278	90090	68757	270270	68757	270270	18417	135135	18417	135135	68757	270270	12278	90090	68757	270270	68757	270270	18417	135135	18417	135135	68757	270270	12278	90090	68757	270270	68757	270270	18417	135135	18417	135135	68757	270270	12278	90090	68757	270270	68757	270270	18417	135135	18417	135135	68757	270270	12278	90090	68757	270270	68757	270270	18417	135135	18417	135135	68757	270270	12278	90090	68757	270270	68757	270270	18417	135135	18417	135135	68757	270270	12278	90090	68757	270270	68757	270270	18417	135135	18417	135135	68757	270270	73669	360360	73669	360360	73669	360360	73669	360360	73669	360360	73669	360360	73669	360360	73669	360360	73669	360360
53	14643	176541	12980	96487	72685	289461	72685	289461	19469	144731	19469	144731	72685	289461	12980	96487	72685	289461	72685	289461	19469	144731	19469	144731	72685	289461	12980	96487	72685	289461	72685	289461	19469	144731	19469	144731	72685	289461	12980	96487	72685	289461	72685	289461	19469	144731	19469	144731	72685	289461	12980	96487	72685	289461	72685	289461	19469	144731	19469	144731	72685	289461	12980	96487	72685	289461	72685	289461	19469	144731	19469	144731	72685	289461	12980	96487	72685	289461	72685	289461	19469	144731	19469	144731	72685	289461	12980	96487	72685	289461	72685	289461	19469	144731	19469	144731	72685	289461	12980	96487	72685	289461	72685	289461	19469	144731	19469	144731	72685	289461	77877	385948	77877	385948	77877	385948	77877	385948	77877	385948	77877	385948	77877	385948	77877	385948	77877	385948
54	15652	187642	14000	103182	78400	309546	78400	309546	21000	154773	21000	154773	78400	309546	14000	103182	78400	309546	78400	309546	21000	154773	21000	154773	78400	309546	14000	103182	78400	309546	78400	309546	21000	154773	21000	154773	78400	309546	14000	103182	78400	309546	78400	309546	21000	154773	21000	154773	78400	309546	14000	103182	78400	309546	78400	309546	21000	154773	21000	154773	78400	309546	14000	103182	78400	309546	78400	309546	21000	154773	21000	154773	78400	309546	14000	103182	78400	309546	78400	309546	21000	154773	21000	154773	78400	309546	14000	103182	78400	309546	78400	309546	21000	154773	21000	154773	78400	309546	14000	103182	78400	309546	78400	309546	21000	154773	21000	154773	78400	309546	84000	412728	84000	412728	84000	412728	84000	412728	84000	412728	84000	412728	84000	412728	84000	412728	84000	412728
55	16711	199231	14632	110183	81937	330548	81937	330548	21948	165274	21948	165274	81937	330548	14632	110183	81937	330548	81937	330548	21948	165274	21948	165274	81937	330548	14632	110183	81937	330548	81937	330548	21948	165274	21948	165274	81937	330548	14632	110183	81937	330548	81937	330548	21948	165274	21948	165274	81937	330548	14632	110183	81937	330548	81937	330548	21948	165274	21948	165274	81937	330548	14632	110183	81937	330548	81937	330548	21948	165274	21948	165274	81937	330548	14632	110183	81937	330548	81937	330548	21948	165274	21948	165274	81937	330548	14632	110183	81937	330548	81937	330548	21948	165274	21948	165274	81937	330548	14632	110183	81937	330548	81937	330548	21948	165274	21948	165274	81937	330548	87790	440730	87790	440730	87790	440730	87790	440730	87790	440730	87790	440730	87790	440730	87790	440730	87790	440730
56	17821	211320	15332	117495	85861	352485	85861	352485	22999	176243	22999	176243	85861	352485	15332	117495	85861	352485	85861	352485	22999	176243	22999	176243	85861	352485	15332	117495	85861	352485	85861	352485	22999	176243	22999	176243	85861	352485	15332	117495	85861	352485	85861	352485	22999	176243	22999	176243	85861	352485	15332	117495	85861	352485	85861	352485	22999	176243	22999	176243	85861	352485	15332	117495	85861	352485	85861	352485	22999	176243	22999	176243	85861	352485	15332	117495	85861	352485	85861	352485	22999	176243	22999	176243	85861	352485	15332	117495	85861	352485	85861	352485	22999	176243	22999	176243	85861	352485	15332	117495	85861	352485	85861	352485	22999	176243	22999	176243	85861	352485	91994	469980	91994	469980	91994	469980	91994	469980	91994	469980	91994	469980	91994	469980	91994	469980	91994	469980
57	18983	223919	16116	125127	90249	375380	90249	375380	24174	187690	24174	187690	90249	375380	16116	125127	90249	375380	90249	375380	24174	187690	24174	187690	90249	375380	16116	125127	90249	375380	90249	375380	24174	187690	24174	187690	90249	375380	16116	125127	90249	375380	90249	375380	24174	187690	24174	187690	90249	375380	16116	125127	90249	375380	90249	375380	24174	187690	24174	187690	90249	375380	16116	125127	90249	375380	90249	375380	24174	187690	24174	187690	90249	375380	16116	125127	90249	375380	90249	375380	24174	187690	24174	187690	90249	375380	16116	125127	90249	375380	90249	375380	24174	187690	24174	187690	90249	375380	16116	125127	90249	375380	90249	375380	24174	187690	24174	187690	90249	375380	96696	500506	96696	500506	96696	500506	96696	500506	96696	500506	96696	500506	96696	500506	96696	500506	96696	500506
58	20199	237038	16983	133083	95103	399249	95103	399249	25474	199625	25474	199625	95103	399249	16983	133083	95103	399249	95103	399249	25474	199625	25474	199625	95103	399249	16983	133083	95103	399249	95103	399249	25474	199625	25474	199625	95103	399249	16983	133083	95103	399249	95103	399249	25474	199625	25474	199625	95103	399249	16983	133083	95103	399249	95103	399249	25474	199625	25474	199625	95103	399249	16983	133083	95103	399249	95103	399249	25474	199625	25474	199625	95103	399249	16983	133083	95103	399249	95103	399249	25474	199625	25474	199625	95103	399249	16983	133083	95103	399249	95103	399249	25474	199625	25474	199625	95103	399249	16983	133083	95103	399249	95103	399249	25474	199625	25474	199625	95103	399249	101896	532332	101896	532332	101896	532332	101896	532332	101896	532332	101896	532332	101896	532332	101896	532332	101896	532332
59	21469	250690	17933	141372	100422	424116	100422	424116	26899	212058	26899	212058	100422	424116	17933	141372	100422	424116	100422	424116	26899	212058	26899	212058	100422	424116	17933	141372	100422	424116	100422	424116	26899	212058	26899	212058	100422	424116	17933	141372	100422	424116	100422	424116	26899	212058	26899	212058	100422	424116	17933	141372	100422	424116	100422	424116	26899	212058	26899	212058	100422	424116	17933	141372	100422	424116	100422	424116	26899	212058	26899	212058	100422	424116	17933	141372	100422	424116	100422	424116	26899	212058	26899	212058	100422	424116	17933	141372	100422	424116	100422	424116	26899	212058	26899	212058	100422	424116	17933	141372	100422	424116	100422	424116	26899	212058	26899	212058	100422	424116	107595	565488	107595	565488	107595	565488	107595	565488	107595	565488	107595	565488	107595	565488	107595	565488	107595	565488
60	22795	264883	18966	150000	106206	450000	106206	450000	28448	225000	28448	225000	106206	450000	18966	150000	106206	450000	106206	450000	28448	225000	28448	225000	106206	450000	18966	150000	106206	450000	106206	450000	28448	225000	28448	225000	106206	450000	18966	150000	106206	450000	106206	450000	28448	225000	28448	225000	106206	450000	18966	150000	106206	450000	106206	450000	28448	225000	28448	225000	106206	450000	18966	150000	106206	450000	106206	450000	28448	225000	28448	225000	106206	450000	18966	150000	106206	450000	106206	450000	28448	225000	28448	225000	106206	450000	18966	150000	106206	450000	106206	450000	28448	225000	28448	225000	106206	450000	18966	150000	106206	450000	106206	450000	28448	225000	28448	225000	106206	450000	113793	600000	113793	600000	113793	600000	113793	600000	113793	600000	113793	600000	113793	600000	113793	600000	113793	600000
61	24178	279630	20081	158974	112456	476922	112456	476922	30122	238461	30122	238461	112456	476922	20081	158974	112456	476922	112456	476922	30122	238461	30122	238461	112456	476922	20081	158974	112456	476922	112456	476922	30122	238461	30122	238461	112456	476922	20081	158974	112456	476922	112456	476922	30122	238461	30122	238461	112456	476922	20081	158974	112456	476922	112456	476922	30122	238461	30122	238461	112456	476922	20081	158974	112456	476922	112456	476922	30122	238461	30122	238461	112456	476922	20081	158974	112456	476922	112456	476922	30122	238461	30122	238461	112456	476922	20081	158974	112456	476922	112456	476922	30122	238461	30122	238461	112456	476922	20081	158974	112456	476922	112456	476922	30122	238461	30122	238461	112456	476922	120488	635896	120488	635896	120488	635896	120488	635896	120488	635896	120488	635896	120488	635896	120488	635896	120488	635896
62	25619	294941	21280	168300	119170	504900	119170	504900	31921	252450	31921	252450	119170	504900	21280	168300	119170	504900	119170	504900	31921	252450	31921	252450	119170	504900	21280	168300	119170	504900	119170	504900	31921	252450	31921	252450	119170	504900	21280	168300	119170	504900	119170	504900	31921	252450	31921	252450	119170	504900	21280	168300	119170	504900	119170	504900	31921	252450	31921	252450	119170	504900	21280	168300	119170	504900	119170	504900	31921	252450	31921	252450	119170	504900	21280	168300	119170	504900	119170	504900	31921	252450	31921	252450	119170	504900	21280	168300	119170	504900	119170	504900	31921	252450	31921	252450	119170	504900	21280	168300	119170	504900	119170	504900	31921	252450	31921	252450	119170	504900	127682	673200	127682	673200	127682	673200	127682	673200	127682	673200	127682	673200	127682	673200	127682	673200	127682	673200
